name,organizer_facebook,organizer_name,organizer_website,organizer_twitter,first_performer,second_performer,timezone,id,start_date,start_time,end_date,end_time,summary,city,country,region,localized_address_display,postal_code,street_address,latitude,longitude,images,listing_url
Lee Aaron,,The Sousa Group,,,,,America/Toronto,318419911527,2022-07-22,20:00,2022-07-22,23:30,"Lee Aaron is a Canadian treasure. With hits that include, ""Metal Queen"", ""Whatcha Do to My Body"", and ""Sex with Love"". Join us on July 22nd.",Toronto,CA,ON,"464 Spadina Avenue #462, Toronto, ON M5T 2G8",M5T 2G8,464 Spadina Avenue,43.657591,-79.4001992,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F264053599%2F329081349551%2F1%2Foriginal.20220410-134123?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C64%2C2048%2C1024&s=33d76522d16a6b81f9eded7e54d0af23,https://www.eventbrite.ca/e/lee-aaron-tickets-318419911527
HOT 97 /BET ALL STAR CELEBRITY PARTY  OVO EDITION,,Aaron CJ Hastings,,,,,America/Toronto,295206920847,2022-07-31,22:00,2022-08-01,03:00,FOR OVER 20 YEARS TORONTOS BIGGEST CARIBANA SUNDAY PARTY RETURNS WITH ROOM FOR OVER 2000 PEOPLE AND A MEGA CELEBRITY!!,Mississauga,CA,ON,"35 Brunel Road, Mississauga, ON L4Z 3E8",L4Z 3E8,35 Brunel Road,43.6259529,-79.6773688,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F307737019%2F162438283840%2F1%2Foriginal.20220623-145647?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1280%2C640&s=2d7342c52914f0653a1f26cb9b5046d1,https://www.eventbrite.ca/e/hot-97-bet-all-star-celebrity-party-ovo-edition-tickets-295206920847
Empire Rockfest - TLC + 112 + Jenny Berggren of Ace of Base,,The Empire Theatre,https://theempiretheatre.com/,,Empire Rockfest - TLC,"112, Ace of Base",America/Toronto,322648529437,2022-07-14,19:00,2022-07-14,23:30,Empire Rockfest - TLC + 112 + Jenny Berggren of Ace of Base,Belleville,CA,ON,"353 Front St., Belleville, ON K8N 5M5",K8N 5M5,353 Front St.,44.167961,-77.385773,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F268451279%2F266624675939%2F1%2Foriginal.20220418-154105?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ab8ef5f3fdbeb7cba8148b01b5e3233f,https://www.eventbrite.ca/e/empire-rockfest-tlc-112-jenny-berggren-of-ace-of-base-tickets-322648529437
Unidos Festival - Canada Day Edition,,Gusto,,,,,America/Toronto,347323011477,2022-07-01,13:00,2022-07-01,21:00,Unidos Festival - Canada Day Edition,Toronto,CA,ON,"229 Richmond Street West, Toronto, ON M5V 1W2",M5V 1W2,229 Richmond Street West,43.6491175,-79.3899385,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F289813989%2F76117918579%2F1%2Foriginal.20220523-171240?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C423%2C2048%2C1024&s=9029670f8e488c9e495f704bf300983d,https://www.eventbrite.ca/e/unidos-festival-canada-day-edition-tickets-347323011477
STARS,307808276079324,The Hayloft Dancehall,http://www.thehayloftdancehall.com,,,,America/Toronto,320353314387,2022-07-08,19:30,2022-07-09,01:00,STARS - Live at The Hayloft Dancehall,Cherry Valley,CA,ON,"344 Salmon Pt. Rd, Cherry Valley, ON K0K 1P0",K0K 1P0,344 Salmon Pt. Rd,43.8764111,-77.2199806,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F266539839%2F524144957129%2F1%2Foriginal.20220413-214710?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C3300%2C1650&s=5e92b59c72653ee66d0a811693d82bf6,https://www.eventbrite.ca/e/stars-tickets-320353314387
Bathurst & Eglinton Live music - Jazz and pop,,Cafe on the Hill,,,,,America/Toronto,318439770927,2022-07-09,19:00,2022-07-09,22:00,Enjoy a casual evening with live music.  A great place to make friends while having a enjoyable evening.,Toronto,CA,ON,"916 Eglinton Avenue West, Toronto, ON M6C 2C2",M6C 2C2,916 Eglinton Avenue West,43.7006014,-79.428118,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F264083039%2F90038181065%2F1%2Foriginal.20220410-153507?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C512%2C1430%2C715&s=69cbde8eb3d5e6da57d4849fca23aaa9,https://www.eventbrite.ca/e/bathurst-eglinton-live-music-jazz-and-pop-tickets-318439770927
Honeymoon Suite,,The Sousa Group,,,,,America/Toronto,320357727587,2022-08-11,19:00,2022-08-11,23:30,"Canada's own Honeymoon Suite returns to Toronto. From Q107 search winners to world stages, Honeymoon Suite brings it every single night.",Toronto,CA,ON,"464 Spadina Avenue #462, Toronto, ON M5T 2G8",M5T 2G8,464 Spadina Avenue,43.657591,-79.4001992,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F265760899%2F329081349551%2F1%2Foriginal.20220412-222415?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C31%2C1778%2C889&s=fe2c70cd7cbd9a2dd7433f062cf172b6,https://www.eventbrite.ca/e/honeymoon-suite-tickets-320357727587
Honeymoon Suite,,The Sousa Group,,,,,America/Toronto,320357727587,2022-08-11,19:00,2022-08-11,23:30,"Canada's own Honeymoon Suite returns to Toronto. From Q107 search winners to world stages, Honeymoon Suite brings it every single night.",Toronto,CA,ON,"464 Spadina Avenue #462, Toronto, ON M5T 2G8",M5T 2G8,464 Spadina Avenue,43.657591,-79.4001992,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F265760899%2F329081349551%2F1%2Foriginal.20220412-222415?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C31%2C1778%2C889&s=fe2c70cd7cbd9a2dd7433f062cf172b6,https://www.eventbrite.ca/e/honeymoon-suite-tickets-320357727587
TORONTO'S HIP-HOP BOAT PARTY CRUISE 2022,WhereItsAtEntertainment,Where It's At Entertainment,http://www.whereitsatent.com,,,,America/Toronto,312028675167,2022-06-30,18:30,2022-07-01,00:00,TORONTO'S BOAT PARTY CRUISE IS THE HOTTEST TICKET IN THE CITY FOR THIS WEEKEND ~ DJS ~ LIVE PERFORMANCES  ~ CASH BAR ~ GIVE-AWAYS  & MORE!,Toronto,CA,ON,"11 Polson Street, Toronto, ON M5A 1B6",M5A 1B6,11 Polson Street,43.6408651,-79.35453439999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F259099269%2F207768960816%2F1%2Foriginal.20220401-211646?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1000%2C500&s=27eb45d15d7779d2734204f36faa0cbe,https://www.eventbrite.ca/e/torontos-hip-hop-boat-party-cruise-2022-tickets-312028675167
TORONTO'S HIP-HOP BOAT PARTY CRUISE 2022,WhereItsAtEntertainment,Where It's At Entertainment,http://www.whereitsatent.com,,,,America/Toronto,312028675167,2022-06-30,18:30,2022-07-01,00:00,TORONTO'S BOAT PARTY CRUISE IS THE HOTTEST TICKET IN THE CITY FOR THIS WEEKEND ~ DJS ~ LIVE PERFORMANCES  ~ CASH BAR ~ GIVE-AWAYS  & MORE!,Toronto,CA,ON,"11 Polson Street, Toronto, ON M5A 1B6",M5A 1B6,11 Polson Street,43.6408651,-79.35453439999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F259099269%2F207768960816%2F1%2Foriginal.20220401-211646?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1000%2C500&s=27eb45d15d7779d2734204f36faa0cbe,https://www.eventbrite.ca/e/torontos-hip-hop-boat-party-cruise-2022-tickets-312028675167
TORONTO'S HIP-HOP BOAT PARTY CRUISE 2022,WhereItsAtEntertainment,Where It's At Entertainment,http://www.whereitsatent.com,,,,America/Toronto,312028675167,2022-06-30,18:30,2022-07-01,00:00,TORONTO'S BOAT PARTY CRUISE IS THE HOTTEST TICKET IN THE CITY FOR THIS WEEKEND ~ DJS ~ LIVE PERFORMANCES  ~ CASH BAR ~ GIVE-AWAYS  & MORE!,Toronto,CA,ON,"11 Polson Street, Toronto, ON M5A 1B6",M5A 1B6,11 Polson Street,43.6408651,-79.35453439999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F259099269%2F207768960816%2F1%2Foriginal.20220401-211646?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1000%2C500&s=27eb45d15d7779d2734204f36faa0cbe,https://www.eventbrite.ca/e/torontos-hip-hop-boat-party-cruise-2022-tickets-312028675167
FizzFest,RockTheParkLDN,Start.ca Rocks the Park,https://www.rockthepark.ca/,RockTheParkLDN,,,America/Toronto,344789262967,2022-07-16,13:00,2022-07-16,20:00,"Saturday, July 16th, 2022 | Harris Park",London,CA,ON,"531 Ridout Street N., London, ON N6A 2P8",N6A 2P8,531 Ridout Street N.,42.9855,-81.2556,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F287951919%2F272615311890%2F1%2Foriginal.20220519-181902?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0f38ef7ee890916e75917c3ef39ab219,https://www.eventbrite.ca/e/fizzfest-tickets-344789262967
LATIN HEAT ON THE LAKE- COLOMBIAN HEAT ON THE LAKE,PUREntInc,PÜR Entertainment,,purent611,,,America/Toronto,278840127327,2022-07-16,20:00,2022-07-17,01:00,"LATIN HEAT ON THE LAKE - 2022 SUMMER BOATCRUISE SERIES.
THIS SUMMER.. A NEW EXPERIENCE.. A NEW VIBE ON THE LAKE!!!",Toronto,CA,ON,"176 CHERRY STREET, Toronto, ON M5A 1A4",M5A 1A4,176 CHERRY STREET,43.6397477,-79.35350849999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F237364739%2F34076222429%2F1%2Foriginal.20220227-024909?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C408%2C668%2C334&s=a1b3a65b1ca81640fab2ffb4e4b4e393,https://www.eventbrite.ca/e/latin-heat-on-the-lake-colombian-heat-on-the-lake-tickets-278840127327
Bedouin Soundclash Special Limited Capacity Appearance,,Paradise Theatre,http://www.paradiseonbloor.com,paradiseonbloor,,,America/Toronto,335363068967,2022-07-19,20:00,2022-07-19,23:00,"Special Limited Capacity Appearance at Paradise Theatre in Toronto, July 19",Toronto,CA,ON,"1006c Bloor Street West, Toronto, ON M6H 1M2",M6H 1M2,1006c Bloor Street West,43.6611461,-79.43071049999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F279996379%2F676901673093%2F1%2Foriginal.20220506-141455?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C105%2C1440%2C720&s=20597f1d2d73621c65eee7d0ab3c713f,https://www.eventbrite.ca/e/bedouin-soundclash-special-limited-capacity-appearance-tickets-335363068967
Summer Solstice: Hottest Party Under The Sun,EMGToronto,Elite Media Group,,EMG_Toronto,,,America/Toronto,346654281287,2022-07-02,15:00,2022-07-02,21:00,"After 2 long years It’s my pleasure to announce the return of Canada’s biggest day party, Summer Solstice. We Outsideeeeee!!!!!!",Mississauga,CA,ON,"295 Enfield Place, Mississauga, ON L5B 3J4",L5B 3J4,295 Enfield Place,43.5906969,-79.63639539999997,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F289167869%2F209850875917%2F1%2Foriginal.20220522-125657?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C76%2C1200%2C600&s=63d7eb03549a26b9e8a99520f7208f70,https://www.eventbrite.ca/e/summer-solstice-hottest-party-under-the-sun-tickets-346654281287
Electric Eclectics Festival 2022,189782401067434,Electric Eclectics,http://electric-eclectics.com/,EEFestival,,,America/Toronto,292695529207,2022-07-29,19:00,2022-07-31,13:00,"2 days of concerts and camping featuring 30+ performances, art installations, DJs. All tickets include free camping at the concert venue.",Meaford,CA,ON,"Scotch Mountain Road, Meaford, ON N0H",N0H,Scotch Mountain Road,44.5416094,-80.6447181,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F242864459%2F717452384903%2F1%2Foriginal.20220307-224850?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C26%2C856%2C428&s=b46e23d3bdbfb1acc5a2b21da9d352f4,https://www.eventbrite.ca/e/electric-eclectics-festival-2022-tickets-292695529207
Sunday Evening - Open Mic & Jam sessions @ OBJX Studio,OBJX.STUDIO,OBJX Creation Studio,,,,,America/Toronto,269813087207,2022-07-03,18:00,2022-07-03,23:00,"Hosted by Katrina Anastasia & Bitter X Broke !

6:00pm - Doors & open mic sign - up
7:00pm - Show starts 
10:00pm - Open jam session",Toronto,CA,ON,"100 Symes Road Unit 200a, Toronto, ON M6N 5C9",M6N 5C9,100 Symes Road,43.67256769999999,-79.4790013,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F230496419%2F297167865050%2F1%2Foriginal.20220215-182408?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C779%2C1170%2C585&s=de8a694136df08ca4bb30883c1f73ad1,https://www.eventbrite.ca/e/sunday-evening-open-mic-jam-sessions-objx-studio-tickets-269813087207
NEW FRIENDS FEST 2022,newfriendsdiy,NEW FRIENDS DIY,,,,,America/Toronto,270046876477,2022-07-29,18:00,2022-07-31,23:30,"New Friends Fest is our (formerly) annual celebration of loud, cathartic, passionate DIY punk bands from across Canada and the world.",Toronto,CA,ON,"1573 Bloor Street West, Toronto, ON M6P 1A6",M6P 1A6,1573 Bloor Street West,43.65584930000001,-79.4540081,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F236683209%2F107567052219%2F1%2Foriginal.20220225-141255?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2000%2C1000&s=9766fe517ae33bdb0a1f35acf1205c44,https://www.eventbrite.ca/e/new-friends-fest-2022-tickets-270046876477
Joel Plaskett,noisemaker_mgmt,Noisemaker Presents,https://www.noisemaker.ca,noisemaker_mgmt,Joel Plaskett,,America/Toronto,330328420197,2022-07-11,19:00,2022-07-11,22:00,Join us for an exclusive concert with Joel Plaskett at the Royal Botanical Gardens!,Burlington,CA,ON,"680 Plains Rd W, Burlington, ON L7T 4H4",L7T 4H4,680 Plains Rd W,43.2910864,-79.8765835,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F284421659%2F855801355723%2F1%2Foriginal.20220513-181606?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=a6645884a117804ec4df1bf900e2205b,https://www.eventbrite.ca/e/joel-plaskett-tickets-330328420197
FREE UP FRIDAYS PARTY,IamDjGriff,Dj Griff,http://www.djgriff.online,IamDjGriff,,,America/Toronto,291638648047,2022-07-01,22:00,2022-07-02,03:00,Durham's Newest Friday Night for Mature Vibez,Pickering,CA,ON,"605 Kingston Road, Pickering, ON L1V 3N7",L1V 3N7,605 Kingston Road,43.8156579,-79.1192173,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F241549859%2F37103774978%2F1%2Foriginal.20220304-172656?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=56%2C234%2C1024%2C512&s=9df4c0f986cd36dc396545a6a5c20602,https://www.eventbrite.ca/e/free-up-fridays-party-tickets-291638648047
"FOUR COLOR ZACK (SEATTLE, USA) w HEDSPIN & ESP",,ESP & AMPM,,,,,America/Toronto,345770638287,2022-07-06,22:00,2022-07-07,02:30,"Four Color Zack (Seattle, USA) with support from Hedspin and ESP",Toronto,CA,ON,"1566 Queen Street West, Toronto, ON M6R 1A6",M6R 1A6,1566 Queen Street West,43.6400914,-79.44052289999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F288728859%2F64972245207%2F1%2Foriginal.20220520-211037?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=75f7b1c66187c75eb10f40cec754f7fb,https://www.eventbrite.ca/e/four-color-zack-seattle-usa-w-hedspin-esp-tickets-345770638287
Jazz Nite with Ben Joseph,barrobo,Bar Robo,https://www.barrobo.com/,,,,America/Toronto,314539144047,2022-06-29,19:00,2022-06-29,21:00,Just A Young Lad With A Sax And A Smile.,Ottawa,CA,ON,"170 Queen Street, Ottawa, ON K1P 5E1",K1P 5E1,170 Queen Street,45.4209747,-75.6992941,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F260884319%2F284729381917%2F1%2Foriginal.20220405-131324?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C22%2C1640%2C820&s=7038874c8122de67a241c33dd9055ed4,https://www.eventbrite.ca/e/jazz-nite-with-ben-joseph-tickets-314539144047
"Terence Penny Presents ""Farewell Toronto"" The Concert",profile.php,Terence Penny,,TerencePenny1,,,America/Toronto,342011364197,2022-07-02,19:00,2022-07-02,23:00,Terence Penny Presents his final show in Toronto.,Toronto,CA,ON,"268 Augusta Avenue, Toronto, ON M5T 2L9",M5T 2L9,268 Augusta Avenue,43.6566077,-79.40317689999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F285464889%2F195655531241%2F1%2Foriginal.20220516-150101?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C812%2C1800%2C900&s=f8509eb0cb897d4ecb5580f1d597c89d,https://www.eventbrite.ca/e/terence-penny-presents-farewell-toronto-the-concert-tickets-342011364197
Deicide,,Inertia Entertainment,http://www.inertia-entertainment.com,,Deicide,Kataklysm,America/Toronto,296892271777,2022-08-31,19:00,2022-08-31,22:00,Deicide 30th Anniversary Legion Tour w/Kataklysm & Inhumane Condition,Toronto,CA,ON,"529 Bloor St. West, Toronto, ON M5S 1Y5",M5S 1Y5,529 Bloor St. West,43.665433,-79.409500,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F247076389%2F167391818547%2F1%2Foriginal.20220314-160033?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=652cba1436370d5c7d8984ad769df54f,https://www.eventbrite.ca/e/deicide-tickets-296892271777
Deicide,,Inertia Entertainment,http://www.inertia-entertainment.com,,Deicide,Kataklysm,America/Toronto,296892271777,2022-08-31,19:00,2022-08-31,22:00,Deicide 30th Anniversary Legion Tour w/Kataklysm & Inhumane Condition,Toronto,CA,ON,"529 Bloor St. West, Toronto, ON M5S 1Y5",M5S 1Y5,529 Bloor St. West,43.665433,-79.409500,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F247076389%2F167391818547%2F1%2Foriginal.20220314-160033?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=652cba1436370d5c7d8984ad769df54f,https://www.eventbrite.ca/e/deicide-tickets-296892271777
HAMILTON LATINO FESTIVAL 2022,cyamarketing,CYA MARKETING AND EVENTS,,,,,America/Toronto,314583938027,2022-08-13,11:00,2022-08-14,21:00,The Hamilton Latino Festival welcomes Hamiltonians at Gage Community Park.,Hamilton,CA,ON,"1000 Main Street East, Hamilton, ON L8M 1N2",L8M 1N2,1000 Main Street East,43.24215969999999,-79.8286771,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F283186449%2F213315072729%2F1%2Foriginal.20220511-232414?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C114%2C1568%2C784&s=94538784b0c672e36bcd1d7acf0987bc,https://www.eventbrite.ca/e/hamilton-latino-festival-2022-tickets-314583938027
HAMILTON LATINO FESTIVAL 2022,cyamarketing,CYA MARKETING AND EVENTS,,,,,America/Toronto,314583938027,2022-08-13,11:00,2022-08-14,21:00,The Hamilton Latino Festival welcomes Hamiltonians at Gage Community Park.,Hamilton,CA,ON,"1000 Main Street East, Hamilton, ON L8M 1N2",L8M 1N2,1000 Main Street East,43.24215969999999,-79.8286771,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F283186449%2F213315072729%2F1%2Foriginal.20220511-232414?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C114%2C1568%2C784&s=94538784b0c672e36bcd1d7acf0987bc,https://www.eventbrite.ca/e/hamilton-latino-festival-2022-tickets-314583938027
Welcome To Toronto,Intoronto,Bmw Promo,,Bmwpromo,,,America/Toronto,306056111067,2022-07-28,22:30,2022-07-29,03:30,Welcome to Toronto for Caribana Weekend 2022. Kicking off series of the biggest events in Toronto. Downtown Toronto -m,Toronto,CA,ON,"510 King Street West, Toronto, ON M5V 1K4",M5V 1K4,510 King Street West,43.6452276,-79.39706910000001,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F254137969%2F185500254453%2F1%2Foriginal.20220324-215232?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C270%2C1080%2C540&s=4d11425f0b71bf6d3f15793ca9ac4607,https://www.eventbrite.ca/e/welcome-to-toronto-tickets-306056111067
"""REUNITE""",,Kamikaze Productions,https://www.facebook.com/kamikazeproductionstoronto,,,,America/Toronto,258718272317,2022-10-22,21:00,2022-10-23,03:00,An Old School Reunion/Fundraiser Event 20+ years in the making.  All proceeds to go to the family of our fallen partner - Victor Difelice.,Toronto,CA,ON,"735 Queen Street East, Toronto, ON M4M 1H1",M4M 1H1,735 Queen Street East,43.6589092,-79.34876,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F258356849%2F251754009874%2F1%2Foriginal.20220331-201831?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=764d67cb9baa0f949b9d813813dee997,https://www.eventbrite.ca/e/reunite-tickets-258718272317
Felipe Gordon @ Handlebar,,Handlebar,https://thehandlebar.ca/,,,,America/Toronto,315682273177,2022-08-19,21:30,2022-08-20,02:00,Handlebar are delighted to present Felipe Gordon for the first time in Canada!,Toronto,CA,ON,"159 Augusta Avenue, Toronto, ON M5T 2L4",M5T 2L4,159 Augusta Avenue,43.652916,-79.4011013,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F282375559%2F897406003803%2F1%2Foriginal.20220510-224106?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=155c9be5bad2ca1beafe0f6300f8a524,https://www.eventbrite.ca/e/felipe-gordon-handlebar-tickets-315682273177
TROPICAL VYBZ BOAT CRUISE,InfamousSoundcrew,Infamous Soundcrew,,InfamousSound,,,America/Toronto,317079883467,2022-07-16,20:00,2022-07-17,01:00,THE NUMBER 1 BOAT CRUISE OF THE SUMMER,Toronto,CA,ON,"11 Polson Street, Toronto, ON M5A 1B6",M5A 1B6,11 Polson Street,43.6409977,-79.35482890000003,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F262708689%2F205704173778%2F1%2Foriginal.20220407-172345?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=112%2C0%2C2550%2C1275&s=f36bdf4e9373938443cb8d8aa736f184,https://www.eventbrite.ca/e/tropical-vybz-boat-cruise-tickets-317079883467
SING! In Concert: Take 6 Presented by Raymond James,singtoronto,SING! Toronto International Vocal Arts Festival,http://www.singtoronto.com,singtoronto,,,America/Toronto,227101766497,2022-07-28,20:00,2022-07-29,00:00,Enjoy an evening of incredible entertainment with the most awarded a cappella group in the world,Toronto,CA,ON,"888 Yonge Street, Toronto, ON M4W 2J2",M4W 2J2,888 Yonge Street,43.67310550000001,-79.3881371,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F200376689%2F158375275485%2F1%2Foriginal.20211213-191701?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C616%2C5616%2C2808&s=9646d4b083465d37ebd06a683a7b80e7,https://www.eventbrite.ca/e/sing-in-concert-take-6-presented-by-raymond-james-tickets-227101766497
Redstone Winery Presents Chantal Kreviazuk & Raine Maida,RedstoneWinery,Redstone Winery,https://redstonewines.ca/,RedstoneWines,Chantal Kreviazuk & Raine Maida,,America/Toronto,333655351137,2022-08-25,19:00,2022-08-25,22:00,Raine Maida and Chantal Kreviazuk take the stage at Redstone Winery August 25th.,Beamsville,CA,ON,"4245 King Street , Beamsville, ON L0R1B1",L0R1B1,4245 King Street ,43.1596,-79.4373321,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F278574729%2F245586018062%2F1%2Foriginal.20220504-160404?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C0%2C2498%2C1249&s=b7b8a79963b50531caa4f87a34a59bdd,https://www.eventbrite.ca/e/redstone-winery-presents-chantal-kreviazuk-raine-maida-tickets-333655351137
GUMBO - Main Course (Afrofest Weekend),supafrik,SUPAFRIK,,chinedesign,,,America/Toronto,352847104187,2022-07-09,22:00,2022-07-10,02:30,Gumbo crew! We’re relaunching the Gumbo series for summer 22! Course 2: The Main Course. Afrofest Weekend,Toronto,CA,ON,"783 College St, Toronto, Toronto, ON M6G 1C5",M6G 1C5,"783 College St, Toronto",43.6546829,-79.41993939999999,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F294753539%2F25708163199%2F1%2Foriginal.20220531-190455?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C19%2C900%2C450&s=49fe21766c2ba9228f489a1b148225c8,https://www.eventbrite.ca/e/gumbo-main-course-afrofest-weekend-tickets-352847104187
Jethro Tull's Martin Barre Aqualung 50th Anniversary Tour,,The Empire Theatre,https://theempiretheatre.com/,,Jethro Tull's Martin Barre Aqualung 50th Anniversary Tour,,America/Toronto,222670713097,2022-07-08,19:30,2022-07-08,22:30,Aqualung 50th Anniversary Tour,Belleville,CA,ON,"321 Front Street, Belleville, ON K8N 2Z9",K8N 2Z9,321 Front Street,44.1673366,-77.3852409,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F196365659%2F266624675939%2F1%2Foriginal.20211204-185628?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=9e691ac45238a9231c18a701a6f669b3,https://www.eventbrite.ca/e/jethro-tulls-martin-barre-aqualung-50th-anniversary-tour-tickets-222670713097
Jethro Tull's Martin Barre Aqualung 50th Anniversary Tour,,The Empire Theatre,https://theempiretheatre.com/,,Jethro Tull's Martin Barre Aqualung 50th Anniversary Tour,,America/Toronto,222670713097,2022-07-08,19:30,2022-07-08,22:30,Aqualung 50th Anniversary Tour,Belleville,CA,ON,"321 Front Street, Belleville, ON K8N 2Z9",K8N 2Z9,321 Front Street,44.1673366,-77.3852409,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F196365659%2F266624675939%2F1%2Foriginal.20211204-185628?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=9e691ac45238a9231c18a701a6f669b3,https://www.eventbrite.ca/e/jethro-tulls-martin-barre-aqualung-50th-anniversary-tour-tickets-222670713097
